,artist,Lyricism,Flexing,Turn-Up,Sex & Romance,words_per_line,unique_words,Unique Word Rate,Syllables Per Line,syllables_per_word,cluster,tsne-2d-one,tsne-2d-two
448,Hush,0.004476666666666667,0.00043,0.0002466666666666667,0.0027366666666666663,23.315109906654623,50.666666666666664,0.07281402560314493,6.446118638964168,0.2745947506050835,R&B,11.105173,-16.061653
449,Hussein Fatal,0.027293333333333336,0.03533666666666667,0.006887222222222223,0.009861666666666671,34.12474497754719,249.05555555555554,0.0920899924976715,8.935833397798794,0.26191868937981994,Archetypal,-5.1638036,8.007086
450,I-20,0.01091,0.0,0.0,0.0081,22.912280701754387,92.0,0.07044410413476264,5.859649122807017,0.2557427258805513,R&B,-2.5061436,-11.745758
451,IDK,0.01827217391304348,0.0335608695652174,0.036541304347826084,0.0308095652173913,35.258437177658486,203.52173913043478,0.07404565640176694,9.340128225336796,0.2647589801990133,Club & Trap,-15.982425,-7.9125423
452,IHeartMemphis,0.011107999999999998,0.006198,0.0030180000000000003,0.004658000000000001,26.499369963369965,126.0,0.058126690091278646,6.6915067155067165,0.2527080111803251,R&B,-2.4880116,-11.446865
453,ILoveMakonnen,0.027406666666666663,0.03255666666666667,0.0005533333333333333,0.017306666666666668,41.8486574383901,316.0,0.0663779156419111,10.752884129947283,0.25639513355053756,Lyrical (Dense),-13.847121,12.791841
454,Iamsu!,0.016793333333333334,0.02392,0.02834,0.010598333333333333,30.48793056060498,162.83333333333334,0.08346637552017196,7.812632234725258,0.2558170865049956,Club & Trap,-8.3344555,-10.632741
455,Iann Dior,0.021519696969696966,0.007223030303030303,0.0182539393939394,0.03251333333333334,28.39051162891928,99.36363636363636,0.07286952574025318,7.433752266922037,0.26171174087700594,R&B,-1.6924306,-16.890587
456,Ice Cube,0.03164586206896542,0.03302379310344826,0.007168620689655164,0.004459655172413792,33.06754674130963,304.48275862068965,0.08111099312363237,8.877104790447417,0.2682922515624116,Lyrical (Diverse),-8.386614,15.282222
457,Ice Prince,0.009285999999999997,0.04399600000000001,0.00487,0.023395999999999997,27.37999990588378,184.4,0.09484493038274688,7.19325717251378,0.2621478403014141,Archetypal,-6.4563875,-4.1851053
